name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,platform_group,Rating_sem,total_sales
FALLOUT 3,X360,2008,Role-Playing,3.4,0.99,0.09,0.45,93.0,85.0,M,Xbox,Mature,4.93
UNCHARTED DRAKE'S FORTUNE,PS3,2007,Action,2.31,1.72,0.12,0.77,88.0,81.0,T,PlayStation,Teens,4.92
MADDEN NFL 06,PS2,2005,Sports,3.98,0.26,0.01,0.66,88.0,80.0,E,PlayStation,Everyone,4.91
DIDDY KONG RACING,N64,1997,Racing,2.91,0.99,0.89,0.1,,,,Nintendo,Pending,4.89
MONSTER HUNTER FREEDOM 3,PSP,2010,Role-Playing,0.0,0.0,4.87,0.0,,,,PlayStation,Pending,4.87
SUPER SMASH BROS FOR WII U AND 3DS,WiiU,2014,Fighting,2.6,1.08,0.81,0.38,,,,Nintendo,Pending,4.87
DR MARIO,NES,1990,Puzzle,2.62,0.6,1.52,0.1,,,,Nintendo,Pending,4.84
STARCRAFT II WINGS OF LIBERTY,PC,2010,Strategy,2.57,1.68,0.0,0.58,93.0,82.0,T,PC,Teens,4.83
ASSASSIN'S CREED,PS3,2007,Adventure,1.91,2.0,0.09,0.82,81.0,73.0,M,PlayStation,Mature,4.82
GOD OF WAR III,PS3,2010,Action,2.74,1.33,0.12,0.61,92.0,87.0,M,PlayStation,Mature,4.800000000000001
CRASH TEAM RACING,PS,1999,Racing,2.57,1.57,0.44,0.21,88.0,90.0,E,PlayStation,Everyone,4.79
LEGO STAR WARS THE COMPLETE SAGA,DS,2007,Action,2.83,1.48,0.0,0.45,80.0,54.0,E,Nintendo,Everyone,4.760000000000001
DRIVER 2,PS,2000,Action,2.36,2.1,0.02,0.25,62.0,77.0,T,PlayStation,Teens,4.7299999999999995
BATMAN ARKHAM CITY,X360,2011,Action,2.99,1.27,0.04,0.42,94.0,87.0,T,Xbox,Teens,4.72
THE LAST OF US,PS4,2014,Action,1.88,2.0,0.07,0.77,,,,PlayStation,Pending,4.72
THE SIMPSONS HIT & RUN,PS2,2003,Racing,1.73,2.19,0.0,0.79,,,,PlayStation,Pending,4.71
TONY HAWK'S PRO SKATER 2,PS,2000,Sports,3.05,1.41,0.02,0.2,98.0,77.0,T,PlayStation,Teens,4.68
THE LORD OF THE RINGS THE TWO TOWERS,PS2,2002,Action,1.94,1.95,0.08,0.7,82.0,82.0,T,PlayStation,Teens,4.67
TOMB RAIDER,PS,1996,Action,2.29,1.97,0.13,0.24,91.0,86.0,T,PlayStation,Teens,4.63
ANIMAL CROSSING CITY FOLK,Wii,2008,Simulation,1.82,1.12,1.32,0.36,73.0,76.0,E,Nintendo,Everyone,4.620000000000001
UNCHARTED THE NATHAN DRAKE COLLECTION,PS4,2015,Action,2.07,1.71,0.08,0.76,86.0,81.0,T,PlayStation,Teens,4.62
THE LEGEND OF ZELDA A LINK TO THE PAST,SNES,1991,Action,2.42,0.91,1.15,0.13,,,,Nintendo,Pending,4.61
THE LEGEND OF ZELDA THE WIND WAKER,GC,2002,Action,2.6,0.99,0.89,0.13,96.0,89.0,E,Nintendo,Everyone,4.609999999999999
GUITAR HERO III LEGENDS OF ROCK,Wii,2007,Misc,3.04,1.11,0.0,0.43,86.0,84.0,T,Nintendo,Teens,4.58
LUIGI'S MANSION DARK MOON,3DS,2013,Action,1.8,1.39,1.11,0.29,86.0,84.0,E,Nintendo,Everyone,4.59
FORZA MOTORSPORT 4,X360,2011,Racing,2.08,1.97,0.06,0.46,91.0,82.0,E,Xbox,Everyone,4.569999999999999
MARIO & SONIC AT THE OLYMPIC WINTER GAMES,Wii,2009,Sports,1.87,1.96,0.22,0.48,,,,Nintendo,Pending,4.529999999999999
MADDEN NFL 2005,PS2,2004,Sports,4.18,0.26,0.01,0.08,91.0,79.0,E,PlayStation,Everyone,4.529999999999999
GUITAR HERO III LEGENDS OF ROCK,X360,2007,Misc,3.19,0.91,0.01,0.42,85.0,79.0,T,Xbox,Teens,4.529999999999999
PITFALL!,2600,1981,Platform,4.21,0.24,0.0,0.05,,,,Other,Pending,4.5
MADDEN NFL 07,PS2,2006,Sports,3.63,0.24,0.01,0.61,84.0,82.0,E,PlayStation,Everyone,4.49
HALO 5 GUARDIANS,XOne,2015,Shooter,2.78,1.27,0.03,0.41,84.0,64.0,T,Xbox,Teens,4.49
SPIDER-MAN THE MOVIE,PS2,2002,Action,2.71,1.51,0.03,0.23,76.0,79.0,E,PlayStation,Everyone,4.48
DRAGON QUEST VII WARRIORS OF EDEN,PS,2000,Role-Playing,0.2,0.14,4.1,0.02,,,,PlayStation,Pending,4.459999999999999
CALL OF DUTY INFINITE WARFARE,PS4,2016,Shooter,1.61,2.0,0.15,0.71,77.0,34.0,M,PlayStation,Mature,4.470000000000001
GOD OF WAR,PS2,2005,Action,2.71,1.29,0.02,0.43,94.0,89.0,M,PlayStation,Mature,4.449999999999999
SPLATOON,WiiU,2015,Shooter,1.54,1.18,1.46,0.26,81.0,85.0,E10+,Nintendo,Everyone 10y+,4.4399999999999995
NINTENDO LAND,WiiU,2012,Misc,2.52,1.11,0.46,0.33,77.0,79.0,E10+,Nintendo,Everyone 10y+,4.42
TONY HAWK'S PRO SKATER 3,PS2,2001,Sports,2.66,1.29,0.01,0.46,97.0,75.0,T,PlayStation,Teens,4.42
WINNING ELEVEN PRO EVOLUTION SOCCER 2007,PS2,2006,Sports,0.1,2.39,1.05,0.86,86.0,89.0,E,PlayStation,Everyone,4.4
THE ELDER SCROLLS IV OBLIVION,X360,2006,Role-Playing,2.82,1.03,0.13,0.4,94.0,87.0,M,Xbox,Mature,4.38
ZELDA II THE ADVENTURE OF LINK,NES,1987,Adventure,2.19,0.5,1.61,0.08,,,,Nintendo,Pending,4.38
NEED FOR SPEED MOST WANTED,PS2,2005,Racing,2.03,1.79,0.08,0.47,82.0,91.0,T,PlayStation,Teens,4.37
MICHAEL JACKSON THE EXPERIENCE,Wii,2010,Misc,2.64,1.33,0.01,0.39,56.0,83.0,E10+,Nintendo,Everyone 10y+,4.37
CALL OF DUTY ADVANCED WARFARE,PS3,2014,Shooter,1.56,1.93,0.19,0.68,,48.0,M,PlayStation,Mature,4.36
RESISTANCE FALL OF MAN,PS3,2006,Shooter,1.74,1.72,0.14,0.75,86.0,81.0,M,PlayStation,Mature,4.35
SONIC THE HEDGEHOG,GEN,1991,Platform,3.03,0.91,0.26,0.13,,,,Other,Pending,4.33
KINGDOM HEARTS II,PS2,2005,Role-Playing,2.2,0.58,1.38,0.17,87.0,90.0,E10+,PlayStation,Everyone 10y+,4.33
THE LEGEND OF ZELDA OCARINA OF TIME,3DS,2011,Action,2.09,1.31,0.62,0.31,,,,Nintendo,Pending,4.329999999999999
SUPER MARIO 3D WORLD,WiiU,2013,Platform,2.11,1.16,0.73,0.32,93.0,90.0,E,Nintendo,Everyone,4.319999999999999
MINECRAFT,PS4,2014,Misc,1.48,2.02,0.14,0.68,,,,PlayStation,Pending,4.32
ASTEROIDS,2600,1980,Shooter,4.0,0.26,0.0,0.05,,,,Other,Pending,4.31
CALL OF DUTY ADVANCED WARFARE,X360,2014,Shooter,2.77,1.11,0.0,0.4,,49.0,M,Xbox,Mature,4.28
FIFA 15,PS3,2014,Sports,0.58,3.02,0.04,0.64,,45.0,E,PlayStation,Everyone,4.28
FABLE II,X360,2008,Role-Playing,2.51,1.24,0.11,0.41,89.0,65.0,M,Xbox,Mature,4.27
NAMCO MUSEUM,GBA,2001,Misc,3.0,1.11,0.05,0.07,79.0,73.0,E,Nintendo,Everyone,4.23
BATMAN ARKHAM ASYLUM,PS3,2009,Action,2.24,1.31,0.07,0.61,91.0,89.0,T,PlayStation,Teens,4.23
METAL GEAR SOLID 3 SNAKE EATER,PS2,2004,Action,1.46,0.0,0.83,1.93,91.0,93.0,M,PlayStation,Mature,4.22
ASSASSIN'S CREED REVELATIONS,PS3,2011,Action,1.41,2.01,0.1,0.7,80.0,75.0,M,PlayStation,Mature,4.22
FALLOUT 4,XOne,2015,Role-Playing,2.51,1.32,0.01,0.38,88.0,62.0,M,Xbox,Mature,4.22
FIFA 14,X360,2013,Sports,0.92,2.89,0.01,0.4,84.0,42.0,E,Xbox,Everyone,4.22
DAXTER,PSP,2006,Platform,2.45,1.01,0.0,0.75,85.0,87.0,E10+,PlayStation,Everyone 10y+,4.21
WARCRAFT II TIDES OF DARKNESS,PC,1995,Strategy,1.7,2.27,0.0,0.23,,,,PC,Pending,4.2
FIFA SOCCER 06,PS2,2005,Sports,0.78,2.55,0.04,0.84,80.0,78.0,E,PlayStation,Everyone,4.21
EYETOY PLAY,PS2,2003,Misc,0.88,2.3,0.2,0.83,80.0,75.0,E,PlayStation,Everyone,4.21
GRAN TURISMO 5 PROLOGUE,PS3,2007,Racing,1.28,1.82,0.57,0.52,80.0,71.0,E,PlayStation,Everyone,4.1899999999999995
ASSASSIN'S CREED REVELATIONS,X360,2011,Action,2.25,1.47,0.04,0.43,80.0,72.0,M,Xbox,Mature,4.1899999999999995
FIFA 12,X360,2011,Sports,0.84,2.78,0.02,0.53,,,,Xbox,Pending,4.17
TEENAGE MUTANT NINJA TURTLES,NES,1989,Action,3.38,0.44,0.31,0.04,,,,Nintendo,Pending,4.17
STREET FIGHTER IV,PS3,2009,Fighting,2.03,1.04,0.58,0.52,94.0,73.0,T,PlayStation,Teens,4.17
EXCITEBIKE,NES,1984,Racing,2.04,0.48,1.57,0.07,,,,Nintendo,Pending,4.16
FROGGER,PS,1997,Action,3.79,0.27,0.0,0.11,,,,PlayStation,Pending,4.170000000000001
MADDEN NFL 2003,PS2,2002,Sports,3.36,0.21,0.01,0.56,95.0,77.0,E,PlayStation,Everyone,4.14
HALF-LIFE,PC,1997,Shooter,4.03,0.0,0.09,0.0,96.0,91.0,M,PC,Mature,4.12
SUPER MARIO WORLD 2 YOSHI'S ISLAND,SNES,1995,Platform,1.65,0.61,1.76,0.09,,,,Nintendo,Pending,4.109999999999999
FIFA SOCCER 07,PS2,2006,Sports,0.71,2.48,0.03,0.89,,,,PlayStation,Pending,4.109999999999999
STREET FIGHTER II TURBO,SNES,1992,Fighting,1.42,0.51,2.1,0.07,,,,Nintendo,Pending,4.1000000000000005
WORLD OF WARCRAFT THE BURNING CRUSADE,PC,2007,Role-Playing,2.57,1.52,0.0,0.0,91.0,79.0,T,PC,Teens,4.09
BATTLEFIELD 1,PS4,2016,Shooter,1.1,2.15,0.21,0.61,88.0,84.0,M,PlayStation,Mature,4.07
GOD OF WAR II,PS2,2007,Action,2.32,0.04,0.04,1.67,93.0,89.0,M,PlayStation,Mature,4.07
WORLD SOCCER WINNING ELEVEN 9,PS2,2005,Sports,0.12,2.26,0.9,0.77,,82.0,E,PlayStation,Everyone,4.05
FALLOUT NEW VEGAS,X360,2010,Role-Playing,2.66,1.03,0.04,0.33,84.0,81.0,M,Xbox,Mature,4.0600000000000005
FORZA MOTORSPORT 2,X360,2007,Racing,2.35,1.27,0.03,0.41,90.0,83.0,E,Xbox,Everyone,4.06
CARNIVAL GAMES,Wii,2007,Misc,2.12,1.47,0.05,0.42,56.0,60.0,E,Nintendo,Everyone,4.06
WATCH DOGS,PS4,2014,Action,1.4,1.9,0.11,0.64,80.0,63.0,M,PlayStation,Mature,4.05
NAMCO MUSEUM VOL3,PS,1996,Misc,2.28,1.55,0.16,0.06,,,,PlayStation,Pending,4.05
TEKKEN TAG TOURNAMENT,PS2,2000,Fighting,1.68,1.51,0.51,0.35,85.0,85.0,T,PlayStation,Teens,4.05
FAR CRY 4,PS4,2014,Shooter,1.13,2.18,0.1,0.63,85.0,77.0,M,PlayStation,Mature,4.04
STAR FOX 64,N64,1997,Shooter,2.78,0.58,0.64,0.04,,,,Nintendo,Pending,4.04
GOLF,NES,1984,Sports,1.22,0.28,2.46,0.04,,,,Nintendo,Pending,4.0
NAMCO MUSEUM 50TH ANNIVERSARY,PS2,2005,Misc,2.08,1.35,0.0,0.54,61.0,,E10+,PlayStation,Everyone 10y+,3.97
LEFT 4 DEAD 2,X360,2009,Shooter,2.67,0.87,0.05,0.38,89.0,86.0,M,Xbox,Mature,3.9699999999999998
THE WITCHER 3 WILD HUNT,PS4,2015,Role-Playing,1.02,2.13,0.23,0.59,92.0,92.0,M,PlayStation,Mature,3.9699999999999998
ASSASSIN'S CREED UNITY,PS4,2014,Action,1.19,2.07,0.08,0.62,70.0,49.0,M,PlayStation,Mature,3.96
BATMAN ARKHAM KNIGHT,PS4,2015,Action,1.53,1.69,0.1,0.64,87.0,76.0,M,PlayStation,Mature,3.96
THE LEGEND OF ZELDA SKYWARD SWORD,Wii,2011,Action,2.03,1.16,0.37,0.38,93.0,80.0,E10+,Nintendo,Everyone 10y+,3.9399999999999995
FALLOUT 3,PS3,2008,Role-Playing,2.15,1.13,0.07,0.59,90.0,80.0,M,PlayStation,Mature,3.9399999999999995
PROFESSOR LAYTON AND THE DIABOLICAL BOX,DS,2007,Puzzle,0.9,1.76,0.92,0.37,84.0,88.0,E10+,Nintendo,Everyone 10y+,3.95
DONKEY KONG LAND,GB,1994,Platform,1.97,0.76,1.07,0.11,,,,Nintendo,Pending,3.9099999999999997
EA SPORTS ACTIVE,Wii,2009,Sports,2.09,1.35,0.06,0.4,81.0,87.0,E,Nintendo,Everyone,3.9
TONY HAWK'S UNDERGROUND,PS2,2003,Sports,2.29,1.17,0.01,0.42,90.0,87.0,T,PlayStation,Teens,3.8899999999999997
MONSTER HUNTER 4 ULTIMATE,3DS,2014,Role-Playing,0.68,0.48,2.62,0.11,86.0,87.0,T,Nintendo,Teens,3.89
THE ELDER SCROLLS V SKYRIM,PC,2011,Role-Playing,1.16,2.12,0.0,0.6,94.0,81.0,M,PC,Mature,3.8800000000000003
NBA 2K16,PS4,2015,Sports,2.49,0.66,0.03,0.69,87.0,67.0,E10+,PlayStation,Everyone 10y+,3.87
TEKKEN 5,PS2,2005,Fighting,0.93,1.94,0.31,0.7,88.0,86.0,T,PlayStation,Teens,3.88
DRAGON WARRIOR III,NES,1988,Role-Playing,0.1,0.0,3.77,0.0,,,,Nintendo,Pending,3.87
MOTORSTORM,PS3,2006,Racing,1.53,1.6,0.06,0.67,84.0,74.0,T,PlayStation,Teens,3.86
NINTENDOGS + CATS,3DS,2011,Simulation,1.44,1.41,0.73,0.27,,,,Nintendo,Pending,3.8499999999999996
WORLD SOCCER WINNING ELEVEN 8 INTERNATIONAL,PS2,2004,Sports,0.16,1.89,1.12,0.68,91.0,91.0,E,PlayStation,Everyone,3.85
SPORTS CHAMPIONS,PS3,2010,Sports,2.13,1.12,0.1,0.5,76.0,79.0,E10+,PlayStation,Everyone 10y+,3.85
NAMCO MUSEUM VOL1,PS,1995,Misc,2.12,1.44,0.22,0.06,,,,PlayStation,Pending,3.8400000000000003
THE LEGEND OF ZELDA LINK'S AWAKENING,GB,1992,Action,2.21,0.96,0.54,0.13,,,,Nintendo,Pending,3.84
CALL OF DUTY GHOSTS,PS4,2013,Shooter,1.78,1.43,0.05,0.57,78.0,37.0,M,PlayStation,Mature,3.8299999999999996
FLASH FOCUS VISION TRAINING IN MINUTES A DAY,DS,2007,Misc,0.86,1.56,1.05,0.35,59.0,40.0,E,Nintendo,Everyone,3.82
TOM CLANCY'S THE DIVISION,PS4,2016,Shooter,1.35,1.7,0.15,0.6,80.0,70.0,M,PlayStation,Mature,3.8
BIG BRAIN ACADEMY WII DEGREE,Wii,2007,Misc,1.05,1.91,0.41,0.42,68.0,69.0,E,Nintendo,Everyone,3.79
RESIDENT EVIL DIRECTOR'S CUT,PS,1996,Action,1.82,1.24,0.47,0.25,,,,PlayStation,Pending,3.7800000000000002
MARIO & LUIGI BOWSER'S INSIDE STORY,DS,2009,Role-Playing,2.23,0.47,0.81,0.26,,,,Nintendo,Pending,3.7700000000000005
LEGO INDIANA JONES THE ORIGINAL ADVENTURES,X360,2008,Action,2.4,1.01,0.0,0.36,77.0,75.0,E10+,Xbox,Everyone 10y+,3.77
THE SIMS UNLEASHED,PC,2002,Simulation,2.03,1.56,0.0,0.17,79.0,80.0,T,PC,Teens,3.76
RATCHET & CLANK SIZE MATTERS,PSP,2007,Platform,1.4,1.39,0.1,0.86,,,,PlayStation,Pending,3.75
HARRY POTTER AND THE SORCERER'S STONE,PS,2001,Action,1.37,2.0,0.14,0.22,64.0,75.0,E,PlayStation,Everyone,3.7300000000000004
MARIO & SONIC AT THE LONDON 2012 OLYMPIC GAMES,Wii,2011,Sports,1.12,1.87,0.27,0.45,,,,Nintendo,Pending,3.7100000000000004
RESIDENT EVIL 3 NEMESIS,PS,1999,Action,1.3,0.77,1.54,0.11,,,,PlayStation,Pending,3.72
SUPER PAPER MARIO,Wii,2007,Platform,1.95,0.86,0.59,0.31,85.0,79.0,E,Nintendo,Everyone,3.71
SPYRO YEAR OF THE DRAGON,PS,2000,Platform,1.93,1.58,0.0,0.19,91.0,88.0,E,PlayStation,Everyone,3.6999999999999997
ASSASSIN'S CREED IV BLACK FLAG,PS3,2013,Action,1.33,1.68,0.13,0.57,88.0,81.0,M,PlayStation,Mature,3.7099999999999995
FIFA SOCCER 2005,PS2,2004,Sports,0.58,2.48,0.04,0.59,81.0,76.0,E,PlayStation,Everyone,3.69
POKÉMON TRADING CARD GAME,GB,1998,Strategy,1.49,0.73,1.38,0.1,,,,Nintendo,Pending,3.6999999999999997
FRIEND COLLECTION,DS,2009,Misc,0.0,0.0,3.67,0.0,,,,Nintendo,Pending,3.67
TONY HAWK'S PRO SKATER 4,PS2,2002,Sports,2.13,1.18,0.01,0.35,94.0,85.0,T,PlayStation,Teens,3.6699999999999995
STAR WARS BATTLEFRONT (2015),XOne,2015,Shooter,2.04,1.28,0.02,0.32,,,,Xbox,Pending,3.66
MYSIMS,DS,2007,Simulation,1.58,1.59,0.08,0.41,67.0,73.0,E,Nintendo,Everyone,3.66
MIDNIGHT CLUB 3 DUB EDITION,PSP,2005,Racing,1.65,1.21,0.0,0.79,74.0,84.0,E10+,PlayStation,Everyone 10y+,3.65
BANJO-KAZOOIE,N64,1998,Platform,1.87,1.13,0.55,0.1,,,,Nintendo,Pending,3.65
SOCOM US NAVY SEALS,PS2,2002,Shooter,2.53,0.81,0.06,0.24,82.0,79.0,M,PlayStation,Mature,3.6399999999999997
JAK AND DAXTER THE PRECURSOR LEGACY,PS2,2001,Platform,2.08,1.09,0.15,0.33,90.0,87.0,E,PlayStation,Everyone,3.65
POKEMON SNAP,N64,1999,Simulation,2.23,0.68,0.66,0.06,,,,Nintendo,Pending,3.6300000000000003
PRO EVOLUTION SOCCER 2008,PS2,2007,Sports,0.05,0.0,0.64,2.93,82.0,79.0,E,PlayStation,Everyone,3.62
RESIDENT EVIL 4,PS2,2005,Action,2.08,0.83,0.46,0.25,96.0,89.0,M,PlayStation,Mature,3.62
GUITAR HERO WORLD TOUR,Wii,2008,Misc,2.32,0.96,0.0,0.34,86.0,76.0,T,Nintendo,Teens,3.6199999999999997
FIFA SOCCER 10,PS3,2009,Sports,0.6,2.45,0.05,0.52,91.0,76.0,E,PlayStation,Everyone,3.62
STAR WARS BATTLEFRONT,PS2,2004,Shooter,1.93,1.22,0.03,0.44,82.0,87.0,T,PlayStation,Teens,3.6199999999999997
DOOM II HELL ON EARTH,PC,1994,Shooter,2.05,1.4,0.0,0.16,,,,PC,Pending,3.61
THE SIMPSONS ROAD RAGE,PS2,2001,Racing,2.02,1.17,0.0,0.42,64.0,77.0,T,PlayStation,Teens,3.61
LUIGI'S MANSION,GC,2001,Action,2.38,0.67,0.46,0.1,78.0,85.0,E,Nintendo,Everyone,3.61
BATTLEFIELD 4,PS4,2013,Shooter,1.35,1.55,0.17,0.51,85.0,69.0,M,PlayStation,Mature,3.58
STAR WARS BATTLEFRONT II,PS2,2005,Shooter,2.18,1.02,0.03,0.37,84.0,90.0,T,PlayStation,Teens,3.6
JUST DANCE 2014,Wii,2013,Misc,1.88,1.39,0.0,0.31,,62.0,E10+,Nintendo,Everyone 10y+,3.5799999999999996
COOKING MAMA 2 DINNER WITH FRIENDS,DS,2007,Simulation,1.6,1.49,0.1,0.39,70.0,80.0,E,Nintendo,Everyone,3.58
WWF SMACKDOWN!,PS,2000,Fighting,2.01,1.35,0.06,0.16,,,,PlayStation,Pending,3.58
CROC LEGEND OF THE GOBBOS,PS,1997,Platform,1.57,1.79,0.0,0.2,,,,PlayStation,Pending,3.5600000000000005
GRAND THEFT AUTO LIBERTY CITY STORIES,PS2,2006,Action,1.56,1.4,0.07,0.5,78.0,78.0,M,PlayStation,Mature,3.53
THE GETAWAY,PS2,2002,Action,1.23,1.77,0.05,0.49,72.0,68.0,M,PlayStation,Mature,3.54
TOMB RAIDER III ADVENTURES OF LARA CROFT,PS,1997,Action,1.66,1.58,0.12,0.18,,,,PlayStation,Pending,3.5400000000000005
JAMES BOND 007 AGENT UNDER FIRE,PS2,2001,Shooter,1.9,1.13,0.1,0.41,72.0,79.0,T,PlayStation,Teens,3.54
LEGO STAR WARS THE VIDEO GAME,PS2,2005,Action,1.98,1.14,0.01,0.41,,,,PlayStation,Pending,3.54
RUGRATS IN PARIS THE MOVIE,PS,2000,Action,1.96,1.33,0.0,0.23,,,,PlayStation,Pending,3.52
FIFA SOCCER 11,X360,2010,Sports,0.71,2.39,0.02,0.4,88.0,75.0,E,Xbox,Everyone,3.52
SPYRO 2 RIPTO'S RAGE!,PS,1999,Platform,2.14,1.21,0.01,0.17,,,,PlayStation,Pending,3.53
LEFT 4 DEAD,X360,2008,Shooter,2.66,0.49,0.05,0.3,89.0,79.0,M,Xbox,Mature,3.5
DONKEY KONG COUNTRY 3 DIXIE KONG'S DOUBLE TROUBLE!,SNES,1996,Platform,1.17,0.5,1.75,0.08,,,,Nintendo,Pending,3.5
ASSASSIN'S CREED UNITY,XOne,2014,Action,2.27,0.9,0.0,0.33,72.0,41.0,M,Xbox,Mature,3.5
KUNG FU,NES,1985,Action,1.64,0.38,1.42,0.06,,,,Nintendo,Pending,3.5
RESIDENT EVIL 5,X360,2009,Action,2.11,0.93,0.12,0.34,83.0,75.0,M,Xbox,Mature,3.5
ASSASSIN'S CREED BROTHERHOOD,X360,2010,Action,2.85,0.38,0.03,0.24,89.0,83.0,M,Xbox,Mature,3.5
BATTLEFIELD 4,PS3,2013,Shooter,1.3,1.42,0.27,0.5,80.0,58.0,M,PlayStation,Mature,3.4899999999999998
BATMAN ARKHAM ASYLUM,X360,2009,Action,2.2,0.95,0.02,0.31,92.0,87.0,T,Xbox,Teens,3.4800000000000004
BATTLEFIELD 4,X360,2013,Shooter,2.15,1.01,0.02,0.31,79.0,56.0,M,Xbox,Mature,3.49
BATTLEFIELD BAD COMPANY 2,X360,2010,Shooter,2.1,1.01,0.04,0.32,88.0,86.0,M,Xbox,Mature,3.47
MARIO & SONIC AT THE OLYMPIC WINTER GAMES,DS,2009,Sports,1.21,1.62,0.27,0.37,,,,Nintendo,Pending,3.47
GUITAR HERO ON TOUR,DS,2008,Misc,2.1,1.01,0.01,0.35,71.0,88.0,E10+,Nintendo,Everyone 10y+,3.47
CLUBHOUSE GAMES,DS,2006,Misc,0.59,1.79,0.73,0.34,83.0,84.0,E,Nintendo,Everyone,3.4499999999999997
MONSTER HUNTER 4,3DS,2013,Role-Playing,0.0,0.0,3.44,0.0,,,,Nintendo,Pending,3.44
BORDERLANDS,X360,2009,Shooter,2.4,0.71,0.03,0.29,84.0,82.0,M,Xbox,Mature,3.4299999999999997
TEKKEN 4,PS2,2002,Fighting,1.55,1.27,0.33,0.29,79.0,83.0,T,PlayStation,Teens,3.4400000000000004
FINAL FANTASY III,SNES,1994,Role-Playing,0.86,0.0,2.55,0.02,,,,Nintendo,Pending,3.4299999999999997
GRAND THEFT AUTO 2,PS,1998,Action,1.13,2.07,0.0,0.22,70.0,80.0,T,PlayStation,Teens,3.42
METAL GEAR SOLID V THE PHANTOM PAIN,PS4,2015,Action,1.09,1.36,0.49,0.48,93.0,82.0,M,PlayStation,Mature,3.4200000000000004
SPIDER-MAN 2,PS2,2004,Action,1.75,1.2,0.02,0.43,80.0,89.0,T,PlayStation,Teens,3.4000000000000004
F-1 RACE,GB,1990,Racing,1.73,0.69,0.59,0.4,,,,Nintendo,Pending,3.4099999999999997
FIFA SOCCER 2003,PS2,2002,Sports,0.46,2.28,0.05,0.61,88.0,67.0,E,PlayStation,Everyone,3.3999999999999995
LITTLEBIGPLANET 2,PS3,2011,Platform,1.83,1.05,0.06,0.46,91.0,84.0,E,PlayStation,Everyone,3.4
CRASH BASH,PS,2000,Misc,1.56,1.47,0.19,0.17,68.0,82.0,E,PlayStation,Everyone,3.39
ASSASSIN'S CREED SYNDICATE,PS4,2015,Action,0.81,1.99,0.07,0.52,76.0,68.0,M,PlayStation,Mature,3.3899999999999997
LEGO BATMAN THE VIDEOGAME,X360,2008,Action,2.04,1.02,0.0,0.32,76.0,79.0,E10+,Xbox,Everyone 10y+,3.38
DESTINY,XOne,2014,Shooter,2.14,0.92,0.0,0.31,75.0,55.0,T,Xbox,Teens,3.37
WWF WAR ZONE,PS,1998,Fighting,2.47,0.76,0.0,0.13,,,,PlayStation,Pending,3.3600000000000003
THE LEGEND OF ZELDA MAJORA'S MASK,N64,2000,Action,1.9,0.67,0.73,0.06,,,,Nintendo,Pending,3.36
FAR CRY 3,PS3,2012,Shooter,0.88,1.7,0.1,0.67,90.0,85.0,M,PlayStation,Mature,3.35
RUGRATS SEARCH FOR REPTAR,PS,1998,Adventure,1.63,1.53,0.0,0.18,,,,PlayStation,Pending,3.3400000000000003
ENGLISH TRAINING HAVE FUN IMPROVING YOUR SKILLS!,DS,2006,Misc,0.0,0.99,2.32,0.02,,,,Nintendo,Pending,3.3299999999999996
JAMES BOND 007 NIGHTFIRE,PS2,2002,Shooter,1.45,1.29,0.12,0.46,77.0,85.0,T,PlayStation,Teens,3.3200000000000003
RATCHET & CLANK,PS2,2002,Platform,1.44,1.01,0.57,0.3,,,,PlayStation,Pending,3.32
MONSTER HUNTER X,3DS,2015,Action,0.27,0.21,2.79,0.05,,,,Nintendo,Pending,3.32
STAR WARS EPISODE III REVENGE OF THE SITH,PS2,2005,Action,1.47,1.39,0.03,0.43,60.0,72.0,T,PlayStation,Teens,3.32
THE LEGEND OF ZELDA SPIRIT TRACKS,DS,2009,Action,1.4,0.91,0.74,0.26,87.0,78.0,E10+,Nintendo,Everyone 10y+,3.3099999999999996
MAX PAYNE,PS2,2001,Shooter,1.99,1.05,0.05,0.22,80.0,85.0,M,PlayStation,Mature,3.31
ASSASSIN'S CREED IV BLACK FLAG,X360,2013,Action,1.9,1.11,0.01,0.29,86.0,79.0,M,Xbox,Mature,3.3099999999999996
THE LORD OF THE RINGS THE RETURN OF THE KING,PS2,2003,Action,1.5,1.28,0.05,0.46,85.0,87.0,T,PlayStation,Teens,3.29
YOKAI WATCH 2 GANSO/HONKE,3DS,2014,Role-Playing,0.09,0.0,3.18,0.01,,,,Nintendo,Pending,3.28
GEARS OF WAR ULTIMATE EDITION,XOne,2015,Shooter,2.61,0.33,0.0,0.34,82.0,75.0,M,Xbox,Mature,3.28
TRUE CRIME STREETS OF LA,PS2,2003,Action,1.89,1.05,0.02,0.31,77.0,80.0,M,PlayStation,Mature,3.27
PROFESSOR LAYTON AND THE UNWOUND FUTURE,DS,2008,Puzzle,0.6,1.57,0.82,0.27,86.0,92.0,E10+,Nintendo,Everyone 10y+,3.26
GRAN TURISMO (PSP),PSP,2009,Racing,0.5,1.58,0.31,0.87,,,,PlayStation,Pending,3.2600000000000002
FIFA 16,XOne,2015,Sports,0.89,2.12,0.0,0.24,84.0,44.0,E,Xbox,Everyone,3.25
WII MUSIC,Wii,2008,Misc,1.35,1.11,0.46,0.32,63.0,46.0,E,Nintendo,Everyone,3.2399999999999998
